Rank,Title,Status,Study Results,Conditions,Interventions,Outcome Measures,Last Update Posted,URL
364,Perioperative Cognitive Function - Dexmedetomidine and Cognitive Reserve,Completed,Has Results,Postoperative Delirium|PD|Postoperative Cognitive Dysfunction|POCD,Drug: Precedex (Dexmedetomidine)|Drug: Placebo,Delirium Battery|Neuropsychological Testing|Intraoperative Bradycardia|Intraoperative Hypotension|Intraoperative Hypertension|Length of Stay,23-Apr-18,https://ClinicalTrials.gov/show/NCT00561678
365,Cerebral Oximetry and Neurocognitive Functions in Cardiosurgical Patients,Completed,Has Results,Coronary Artery Disease|Postoperative Cognitive Dysfunction|Neurological Impairment,Device: INVOS,"Difference in Incidence of Cognitive Impairment Between Groups. Change Between Preoperative and Postoperative Cognitive Function Was Assessed by Performing Standardized Neurocognitive Tests.|Evidence of Coma, Stupor, Cerebral Insult, Delirium, Ventilation Longer Than 24 Hours, Myocardial Infarction, Atrial Fibrillation, Dialysis, Reoperation for Bleeding, Infection, Hospital Stay > 7 Days",08-Jul-15,https://ClinicalTrials.gov/show/NCT00917124
366,Rasagiline in Cognitive-impairment Related Depression: AzileCt in COgnitive-impairment Related DepressiOn,Completed,No Results Available,Depressive Symptoms|Parkinson's Disease,Drug: Rasagiline|Drug: Placebo,"Change from baseline in BDI-IA total score|Evaluate if rasagiline compared to placebo improves cognitive function, over a treatment period of 12 weeks in idiopathic Parkinsonå«s Disease, using a formal neuropsychiatric cognitive test battery; quality of life (PDQ 39); apathy; ADL, motor function|Change in quality of life using the PDQ-39 scale|Change in apathy using the Apathy Scale|Change in ADL and motor function using UPDRS scales part II and III, respectively",06-Jan-17,https://ClinicalTrials.gov/show/NCT01055379
367,Clinical Trial of Brain-Penetrating HIV Drugs to Prevent Cognitive Impairment in China,Completed,No Results Available,HIV Infections|Central Nervous System Diseases|Dementia,Drug: zidovudine-lamivudine-nevirapine|Drug: tenofovir-lamivudine-efavirenz,Decline in neuropsychological performance at 96 weeks,04-Apr-16,https://ClinicalTrials.gov/show/NCT01340950
368,"Phase I, Healthy Subject, Safety, Tolerability and Pharmacokinetic Study of an M1 Agonist to Treat Cognitive Impairment",Completed,No Results Available,Alzheimer's Disease,Drug: HTL0009936|Drug: HTL0009936 placebo,"Number of participants with Adverse Events, as a measure of safety and tolerability|Changes in Safety Lab parameters as a measure of safety and tolerability|Changes in vital signs as a measure of safety and tolerability|Changes in 12-lead electrocardiograms as a measure of safety and tolerability|Pharmacokinetic measures in plasma as measured by Peak plasma concentration (Cmax)|Pharmacokinetic measures in cerebro spinal fluid (CSF) in young males as measured by max observed CSF (Cmax CSF)|Pharmacokinetic measures to assess the food effect as measured by ANOVA|Pharmacodynamic response as measured by pupillometry|Pharmacokinetic measures in urine in young males and elderly male and female subjects as measured by amount of urine excreted at collection intervals|Pharmacodynamic response as measured by Bond and Lader visual analogue scale|Pharmacodynamic response as measured by changes in qEEG and Event Related Potentials (ERP)",20-Jun-17,https://ClinicalTrials.gov/show/NCT02291783
369,Study of Lisdexamfetamine Sulfate to Treat Cognitive Dysfunction in Multiple Sclerosis,Completed,No Results Available,Multiple Sclerosis,Drug: lisdexamfetamine sulfate|Drug: placebo,Symbol Digit Modalities Test SDMT) and Paced Auditory Serial Addition Test|California Verbal Learning Test - 2nd edition|Brief Visuospatial Memory Test - Revised|vitals,11-Jun-12,https://ClinicalTrials.gov/show/NCT01615887
370,Evaluation of Inter-reader Reliability Using Images From Subjects With Alzheimer's Disease (AD) or Mild Cognitive Impairment (MCI),Completed,Has Results,Alzheimer's Disease,Drug: florbetapir F 18,Inter-reader Agreement - Median Kappa Statistic|Overall Inter-reader Agreement - Fleiss' Kappa,27-Jun-12,https://ClinicalTrials.gov/show/NCT01565382
371,Cognitive Remediation Therapy Within a Secure Forensic Setting,Completed,No Results Available,Schizophrenia|Schizoaffective Disorder|Cognitive Deficits,Behavioral: Cognitive Remediation Therapy|Other: Treatment as usual,The MATRICS Consensus Cognitive Battery (MCCB)|Social and Occupational Functioning Assessment Scale (SOFAS)|Positive and Negative Syndrome Scale (negative and disorganized factors)|Clinical Assessment Interview for Negative Symptoms (CAINS),25-Jul-17,https://ClinicalTrials.gov/show/NCT02360813
372,Clinical Trial of Lamotrigine to Reverse Cognitive Impairment in Chronic Corticosteroid-Treated Patients,Completed,No Results Available,Memory Impairment Due to Corticosteroid Use.|Hypomania Due to Corticosteroid Use.|Hippocampal Atrophy Due to Corticosteroid.,Drug: Lamotrigine (Drug),,03-Aug-11,https://ClinicalTrials.gov/show/NCT00223262
373,"Remifentanil/Sufentanil for CABG+/-AVR Evaluated by Recovery, Cognitive Function, Haemodynamics and Biochemical Markers.",Completed,No Results Available,Ischaemic Heart Disease|Aortic Stenosis,Drug: Remifentanil|Drug: Sufentanil,Cognitive function score|Fast-track potential|Eligible time to discharge from ICU|Postoperative cognitive dysfunction,13-Aug-15,https://ClinicalTrials.gov/show/NCT02053818
374,A Study of Decreased Mental Function Associated With HIV,Completed,No Results Available,Cognitive Disorders|HIV Infections,Drug: Selegiline hydrochloride,,16-Jan-15,https://ClinicalTrials.gov/show/NCT00027040
375,Therapy of Alzheimer's Disease With Neurofeedback,Completed,No Results Available,Alzheimer Dementia (AD)|Elderly,Other: rtfMRI neurofeedback training|Device: 3T MRI,Visual and Verbal Memory Test (VVM)|Montreal Cognitive Assessment (MoCA)|Wechsler Memory Scale Revised (WMS-R)|Trail Making Test (TMT)|Visual Patterns Test (VPT)|Parahippocampal activation|Memory-related functional connectivity using Granger Causality Analysis (GCA)|Change of brain structure|Change of brain function,06-Mar-17,https://ClinicalTrials.gov/show/NCT03070821
376,A New Rehabilitation Treatment Following Stroke,Completed,No Results Available,Stroke,Behavioral: A New Rehabilitation Treatment following Stroke,The efficacy of multisensory vs. unisensory rehabilitation program for stroke participants with perceptual impairments at the acute vs. chronic stage of the disorder.|Changes in brain networks related to the recovery of perceptual and cognitive functions.,17-Nov-17,https://ClinicalTrials.gov/show/NCT02482688
377,Modulation of Abeta Levels by GSK933776 in Alzheimer's Disease Patient,Completed,No Results Available,Alzheimer's Disease,Biological: GSK933776,"The temporal changes of amyloid beta levels in CSF after GSK933776 single dose administration in the patients with Alzheimer's disease and Mild Cognitive impairment|The temporal changes of total and free amyloid beta levels in plasma after GSK933776 single dose administration in the patients with Alzheimer's disease and Mild Cognitive impairment|The temporal changes of Tau and phosphor Tau - 181 levels in CSF after GSK933776 single dose administration in the patients with Alzheimer's disease and Mild Cognitive impairment|Estimated pharmacokinetic parameters of AUC, Cmax and Tmax in CSF and plasma at multiple time points with various intervals.|To assess the safety and tolerability after single dose of GSK933776 administration.",14-Jun-17,https://ClinicalTrials.gov/show/NCT01424436
378,Florbetapir F 18 PET Imaging of Beta-amyloid in Parkinson's Disease Patients,Completed,Has Results,Parkinson's Disease,Drug: florbetapir F 18,Mean Cortical Amyloid Burden|Correlation Between Global Amyloid Burden and Clinical Measures of Cognitive Decline.|Correlation of Florbetapir SUVR With CSF Biomarker Values,11-Mar-13,https://ClinicalTrials.gov/show/NCT00857532
379,Dietary Intake of Alpha-linolenic Acid in Elderly,Completed,No Results Available,"Cardiovascular Diseases|Inflammation|Metabolism Disorder, Lipid",Dietary Supplement: Rapeseed oil|Dietary Supplement: Sunflower oil,"Effects of diet supplementation on fatty acid composition in serum and red cell membrane phospholipids, at the end of dietary period|Pulse wave velocity (PWV)|Others",19-Jan-17,https://ClinicalTrials.gov/show/NCT03025620
380,A Study of the Neurological Effects of Adding Maraviroc to HAART Regimen in Patients With HIV (HANDmac),Completed,Has Results,Human Immunodeficiency Virus (HIV)|HIV Associated Neurocognitive Disorders (HAND),Drug: Maraviroc,Change in Neurocognitive Functioning|Change in CSF Neopterin Concentration|Change in MRS Cerebral Metabolite Ratios in Basal Ganglia|Change in MRS Cerebral Metabolite Ratios in Frontal White Matter,20-May-16,https://ClinicalTrials.gov/show/NCT01449006
381,"Analysis of 18F-AV-1451 PET Imaging in Cognitively Healthy, MCI and AD Subjects",Completed,No Results Available,Alzheimer's Disease,Drug: florbetapir F 18|Drug: 18F-AV-1451,Cross-sectional 18F-AV-1451 Imaging Results|Change in tau deposition over time|18F-AV-1451 imaging in healthy individuals,24-Aug-17,https://ClinicalTrials.gov/show/NCT02016560
382,"Preventing Post-Operative Delirium in Patients Undergoing a Pneumonectomy, Esophagectomy or Thoracotomy",Completed,Has Results,Delirium|Cognitive Impairment|Post-traumatic Stress Disorder|Depression|Anxiety,Drug: Haloperidol|Drug: Placebo,Efficacy of Low-dose Haloperidol in Reducing Delirium Incidence|Efficacy of Low-dose Haloperidol in Reducing Days With Delirium|Efficacy of Low-dose Haloperidol in Reducing ICU and Hospital Length of Stay|Efficacy of Low-dose Haloperidol in Reducing Cognitive Impairment at Post-operative Follow-up,13-Apr-17,https://ClinicalTrials.gov/show/NCT02213900
383,Safety Study of R(+)Pramipexole to Treat Early Alzheimer's Disease,Completed,No Results Available,Alzheimer's Disease,Drug: R-pramipexole,Number of Patients with Adverse Events|Reduction of Oxidative Stress|Changes in cerebral glucose metabolism|Effects on Cognitive Performance,25-Apr-16,https://ClinicalTrials.gov/show/NCT01388478
384,Comparison of Tianeptine Versus Escitalopram Patients Major Depressive Disorder,Completed,No Results Available,Major Depressive Disorder,Drug: Tianeptine|Drug: Escitalopram,Changes in Hamilton Rating Scale for Depression(HAM-D)score from baseline|Changes in Korean version-California Verbal Learnign Test(K-CVLT) total score from baseline|Changes in Visual Continuous Performance Test(CPT) total score from baseline|Changes in Raven Progressive Matrices(RPM) total score from baseline|Changes in Hamilton Rating Scale for Anxiety(HAM-A) score from baseline|Changes in Clinical Clinical Global Impression- improvement(CGI-I)|Change in Response Rate from baseline|Change in Mini-Mental status examination(MMSE) total score from baseline|Change in Sexual Function Scale|Change in Clinical Global Impression- severity(CGI-S)|Change in Remission Rate from baseline,25-Jan-13,https://ClinicalTrials.gov/show/NCT01309776
385,Trial of Ginkgo as a Treatment for Cognitive Problems in Multiple Sclerosis,Completed,Has Results,"Multiple Sclerosis|Cognitive Ability, General",Drug: Ginkgo biloba|Drug: Placebo,"Primary Outcome is Performance on the Interference Condition of the Stroop, the Long Delay Free Recall Portion of the California Verbal Learning Test II, the 2 Second Paced Auditory Serial Addition Test and the Controlled Oral Word Association Test.|Secondary Outcome: Measures of Self-report as Well as Family Reports of Subject's Cognitive Deficits and Assessment of Social Integration.",06-Jun-14,https://ClinicalTrials.gov/show/NCT00841321
386,Evaluation of Safety & Tolerability of Multiple Dose Regimens of CHF 5074,Completed,Has Results,Alzheimer's Disease,Drug: CHF 5074 1x|Drug: CHF 5074 2x|Drug: CHF 5074 3x|Drug: Placebo,Differences in ‰ö sCD40L Levels Between CHF 5074 Doses and Placebo at Any Specific Time Point|Measurement of Trough CHF 5074 Plasma Levels|Changes in Plasma ëÓTNFë± Concentrations,11-Jan-16,https://ClinicalTrials.gov/show/NCT01303744
387,A Study of LY3002813 in Participants With Alzheimer's Disease,Completed,No Results Available,Alzheimer Disease,Biological: LY3002813-IV|Biological: LY3002183-SC|Drug: Placebo-IV,Number of Participants With One or More Serious Adverse Events (SAEs) Considered by the Investigator to be Related to Study Drug Administration|Pharmacokinetics: Maximum Concentration (Cmax) of LY3002813|Pharmacokinetics: Area Under the Concentration Curve (AUC) of LY3002813,26-Dec-17,https://ClinicalTrials.gov/show/NCT01837641
388,A Safety Study of TTP4000 in Subjects With Alzheimer's Disease,Completed,No Results Available,Alzheimer's Disease,Drug: TTP4000|Drug: Placebo,Number of participant with adverse events|Evaluation of participant plasma TTP4000 concentrations,12-Feb-15,https://ClinicalTrials.gov/show/NCT01548430
389,"Safety and Effectiveness of the Selegiline ""Patch"" for Decreased Mental Function in HIV Patients",Completed,No Results Available,Cognition Disorders|HIV Infections,Drug: Selegiline hydrochloride,"Change in cognitive performance Week 24 from screening|frequencies of adverse experiences, abnormal results on laboratory tests, changes over time in laboratory tests and vital signs|Clinical global impression by the investigator comparing selegiline-treated arms with the placebo arm|clinical global impression by the subject comparing selegiline-treated arms with the placebo arm|cognitive domain-specific scores compared between selegiline-treated arms and the placebo arm|neuropsychologic function tests (NPZ-8)|fatigue scale (quality of life)|markers of immune activation and oxidative stress/apoptosis|comparison of selegiline and active metabolite steady-state concentrations at Weeks 4, 12, and 24 to cognitive performance|comparison of selegiline and active metabolite steady-state concentrations at Weeks 4, 12, and 24 to historical data in normal volunteers after 7 days of transdermal selegiline administration|comparison of selegiline and active metabolite steady-state concentrations at Week 4 in subjects on ritonavir-containing protease inhibitor (PI) antiviral regimens, subjects on other PI regimens, and subjects on non-PI-containing antiviral regimens",21-May-12,https://ClinicalTrials.gov/show/NCT00013585
